"id","reviewtext"
"4426","use gopro hero 3 class 10 must inexpensive simply get job done 3 considering purchasing 1 2"
"4427","cards never let priced well always perform really like micro sd small new devices using adapt"
"4428","pretty much commodity product made far east store pretty valuable feel confident sandisk manufacturing quality control end"
"4429","added sandisk ultra 32 gb microsdhc smartphone works perfectly although would say 34 love 34 memory card say no complaints perfectly happy"
"4430","found card reasonable price amazon purchased replace several year old 16g no name card passed away no issues far sandisc expect many years use smartphone 32g size allows plenty media space without clogging phone internal memory"
"4431","bought card excited expand 16gb storage come phone however card issues mounting would start phone research looks like sandisk large batch bad cards formatted fat32 issue rarely occurred formatted exfat like ideal mobile devices would happen every time phone reset take caution cards bad batch read looking use samsung phone maybe considering buying different type card brand seen issues good card great size"
"4432","purchased expand memory unit operating way needed work"
"4433","bought 4 kids samsung galaxy players perform perfectly seem great transfer rates"
"4434","best disk tried thus far gopro black no problems ever snow extreme heat whit plenty room storage"
"4435","love use store videos photos galaxy s3 good stuff no problems yet like bootleg transcend card"
"4436","used galaxy note 3 works fine no lags no problems data transfer good thanks"
"4437","use memory card gopro hero 3 silver camera no issues recording 1080p video memory card provides sufficient write speeds bought 16gb version wish would bought 32gb version 1080p videos become large files quite fast"
"4438","worked fine month month phone didn see card tried read several pc none detected card unfortunately hadn backed pictures videos take phone gone"
"4439","samsung galaxy note 2 smartphone besides user replaceable battery device also allows user pop micro sd card better much almost enough hence 64 gb model permits storing insane numbers songs phone case 7000 three songs great 2 ok rest good seriously must smart phone made apple iphone great no user accessible batteries micro sd cards iphones android well life considerably brighter pop took like 30 seconds need format unless wish erase ve already put highly recommend sandisk trusted provider flash memory devices buying amazon com no brainer"
"4440","good reliable use win8 tablet take lot seems work fine places bought ago never failed would recommend"
"4441","bought samsung galaxy s4 know phone card phone says unexpectedly removed time time wife phone doesn often still fast unreliable many sandisk one problems read poorly made thinking send back give another chance"
"4442","bought gopro hero 3 silver edition works like champ havnt issues definitly would purchase"
"4443","simply put little micro works great plugged lumia 2520 immediately recognized speed getting files seems good price great always fan sandisk brand fail next couple years doubt update review device exactly advertised"
"4444","picked couple put nabi2 android tablets work fine expanding memory store movies haven hiccups"
"4445","bought galaxy s3 worked like charm 3 months started getting error messages phone stating card taken went like week one day gone initially thought problem phone popped 2gb card bb worked popped one bb no detection spending much sd card disappointing see go bust outside return period"
"4446","great using camera speed pretty good cant complain think price could little bit cheaper since lot generic versions"
"4447","put samsung galaxy note 2 phone no idea ill possibly fill"
"4448","needed replace memory card phone dependable brand reasonable price"
"4449","used digital camera card read speeds tested acceptable laptop using adapter 11mb write speeds atrocious reading 1mb 512kb write speeds good card needs write files pictures hd video taken photos tested video perhaps camera capable using card better rated speed laptop adapter"
"4450","cell phone claims 16gb removable sdhc memory card bought big gamble honestly didn think would work 4 times rated capability used 2 different phones htc lg cell phones well pc since works well cell phones expect work well tablet happy purchase"
"4451","trust san disk name no issues phone class 10 must good price product"
"4452","works fine photo shooting video recording eos camera sd adapter perfect tablet phone memory"
"4453","highly recommend sandisk ultra 32 gb microsdhc card 1 class 10 highest speed get allows take photos faster capture high definition videos allows faster reading writing transferring files computer 2 encounter no problems using voice recorder camera video recorder computer etc 3 price charged amazon much less 8 sellers checked 4 lifetime warranty 5 free download recoverx software brings lost photos back 6 free adapterprecautions get rid static electric charges touching fingers bare unpainted metal touch metal contacts card fingers circuits inside card low voltage easily damaged static electric charges usually much higher voltages takes time research information please click yes line review helpful"
"4454","bought go pro works great record 9 hours video thats pretty sweat compared 2 gb 19 minute videos"
"4455","added microsoft surface rt tablet works perfectly extremely fast perfect storing videos"
"4456","wanted test things old android phone worked perfectly use phone use camera ll see"
"4457","sandisks products excellent apex however use caution every smartphone tablet camera digital appliance accommodate capacity speed product make sure no regrets re using best watch well phone tablet camera performs"
"4458","altough motorola says droid razr maxx supports 32gb card ve read many reports people using 64gb card took chance formatted phone started loading music movies onto card connecting phone computer usb cable note read format card computer show 27gb memory available careful heed advice though play computer without formatting looking show 27gb however droid definitely shows 64gb well 59 change far card functioning played music looked pictures watched little bit movie stored card eveerything seems working iin blissful droid perfection"
"4459","made nice upgrade droid razr maxx replacing stock 16gb class 4 card transfer speeds improved though hugely extra space made huge difference name like sandisk worry much quality reliability"
"4460","microsd chip storage amount specified sitting back samsung galaxy s3 nothing exactly asked"
"4461","bought son tablet asus prime works great able load music movies apps haven noticed lag time past cards would definitely purchase"
"4462","sometimes price low get less paid suspicions deepened package arrived generic packaging brand label 34 sandisk ultra 34 nevertheless satisfied product works fine sure beats price walmart charging 64 gb micro sd card"
"4463","wanted 64gb card samsung galaxy note ii ve learned lesson buying well known auction site know getting fake cards ve always good experiences buying memory cards amazon always got genuine stuff card recognized phone right away mounted formatted perfectly ton music videos still 12 gb free feel like got money worth"
"4464","whats well no hiccups disk far hd recording works well"
"4465","went 2g 32g card really love price way lower verizon stores storage issues popping phone"
"4466","8oo dollar phone want get mem card way go"
"4467","says else really said memory cards either work"
"4468","sd card arrived quickly job phone strange issues phone error messages card reformatting couldn fix job great reliable success sandisk continue use"
"4469","works great else say"
"4470","go wrong card roku 2 xs perfect size probably kill actually won anything class 10 try avoid anything 16 gigs case need card something else price great 15 free shipping"
"4471","got microsd card use new asus tablet works great also wanted use camera sd card fitted sd card adapter works perfectly camera pull put tablet slot get pictures card well use things perfect"
"4472","used several camera models d800 nex 5n hdr as15 worked great no issues definitely thinking getting since amazon unbeatable price"
"4473","bought card november 2012 died fortunately backed files paid dissappointed no sandisk products update realized reason wasn working aosp rom note 2 went back touch wiz could recognized ve changed rating 1 5 stars working great"
"4474","quadrupled memory windows surface tiny push memory card allotted slot way go sandisk"
"4475","okay tons cards available pick one black switch cards devices easy drop misplace tiny cards one black makes easier track works well no complaints good price"
"4476","go wrong item purchased none sandisk use dash camera"
"4477","installed verizon rezound android phone works perfect many phones advertise support 32gb memory reality work 64gb"
"4478","well pretty much advertised good speeds think formatted somewhere around 62 gigs great buy"
"4479","fast flawless price finally reached level no excuse less memory devices"
"4480","amazing amount storage get size pinky nail mounted phone filled music documents pictures mobile phone records messages past 3 phones still plenty room left no issues"
"4481","memory card worked perfectly compatible samsung galaxy tab 2 great price name brand memory"
"4482","use digital camera nikon l100 used use class 4 card burst mode capture 8 photos would take almost minute save m card matter seconds love card"
"4483","seriously best ones get price pay 28 dollars somewhere else perfect phone cameras high class gb plenty average user fact m heavy use data never use 32gb know get"
"4484","one 3 phones 2 samsung galaxy players kids 2 tablets go wrong sandisk ve never failed"
"4485","okay limitless close enough 32gb phone combined quite bit available storage tons photos music entire seasons tv shows great never get warning low storage take max resolution photo option phone shoot 4k videos without worry running space also speedy transferring files laptop"
"4486","sure ve updated drivers one laptops said 32gb updated drivers card reader showed 64gb sdxc works acer iconia a700 formatting fat32 natively windows tools work great item great price arrived three days anything else ordered day great seller"
"4487","works great samsung phone fast enough really notice came app shows disk usage card internally well drop box slightly useful update 1 year later become completely unreadable device throw noticed warranty pretty good contacted sandisk sent old one back received new card week bugs stopped working went working completely unfunctional 2 days time devices complaining corruption every couple times"
"4488","nice upgrade phone gives plenty space allot games wondering yes compatible samsung galaxy s4"
"4489","surface disk space limited popped wonderful solution 64gb surface pros windows 8 1 even flexibility interacting sdxc cards pictures videos load fast native hard drive"
"4490","needed new tab 4 absolutely zero issues samsung tab"
"4491","bought samsung galaxy note ii started kinds issues recording photos movies card would look like worked d go back review photos movies corrupted see people issue cards lost memories bad card"
"4492","giving product 3 stars becuse purchased one replacement sandisk micro sd card kept problems finally got tired losing data ponied 20 odd dollars replace darn thing"
"4493","okay m memory hog admit note 3 32gb internal storage nearly full 64gb microsd card guess 15gb left geek buy wow breathing room copied entire 64gb card 128gb card added hd movies addition phone stuff 6 star wars movies back future trilogy indiana jones movies card room plenty no doubt note 4 comes ll ready kick butt memory card note 3 specs state accept cards 64gb well time 64 highest card available couldn possibly test higher capacity phandroid android forums however fairly comprehensive list devices compatible card accurate date article m happy camper yes paid premium early adopter ll saving pennies inevitable black friday sale november time note 4 released folks recommend card enough make sure re backing pc regularly fail definitely want precious pics data backed"
"4494","works trick purchase lenovo yoga 10 tablet installed card told card damaged put card pc worked fine even reformatted pc still no luck called lenovo walked formatting pc still didn work option android software status screen pull top screen gave choice let format tablet completed good go mounted downloaded 318 songs working like charm thing think android doesn like way sandisk formats cards think everyone knew would lot less returns"
"4495","product formatted installed gopro hero 3 black get 4 30 hours recording time 1080p 60fps no issues far expect since sandisk basically standard solid state memory"
"4496","put galaxy note 2 galaxy note 10 1 reads writes perfectly buy another"
"4497","works great phone happy m happy put music pictures price perfect"
"4498","bought htc evo 4g lte works great knew order use big card class 10 trust sandisk samsung kingston memory cards one works well take day 34 bugs 34 ironed let evo find paths back files good stick good price first one got amazon damaged quickly replaced one lost fedex called week later overnighted new one paid weekend ups delivery amazed service amazon doesn get much better sandisk memory amazon place purchase hesitate buy card high end phone know fact htc evo lte galaxy s3 run card"
"4499","many problems bought years make sure warn others loaded handful videos pc installed android tablet trip corrupted nothing worked sometimes seen times doesn even show tablet wants format never able successfully needless say small even paperweight sd adapter came also junk upon first time went use simply didn feel right used trusty lexar micro sd usb came lexar 32gb micro sd card would expected unfortunately stands many people success working equally even formatted see made difference none course window return gone unless seller stands behind going trash knew gone purchased three working perfectly year moreover even bigger disappointment camera uses standard sd card no name no identifying marks worked two years without problem know problems arise cost product goes quality control goes going one accepting terms re looking good card search amazon one lsdmi32gbsbnar lexar thousands pictures video clips even endured three updates phone plus carry phone everyday subject everyday life time tough stuff"
"4500","no problems installing phone phone picked automatically worked great fit perfectly sim slot"
"4501","say memory card good price nice performing card d definitely buy"
"4502","product sucks phone keeps giving card removed please re insert something like find problem 32gb sd higher micro sd card ultra class 10 complained company taking forever ship new one many mistakes happened new items inconvenient better returned amazon got money back bought different one company sucks would think sandisk reputable name bought 2 cards 32g 64g problems"
"4503","little card great kinds use quick write times plenty space works like dream phone"
"4504","much say ve tried many best speed price reliability compatibility highly recommend cards"
"4505","perfect needed gopro camera also comes adapter car handy"
"4506","used phone upgrade storage works great transfer speeds faster network provide"
"4507","doctor ordered galaxy tab 3 tablet plently room left everything"
"4508","seemed work well first noticed phone started mounting unmounting card tried update music files card think failed computer no longer see phone two connected okay update since posted problem amazon contacted sandisk made one phone call took information e mailed pre paid ups label sent card couldn believe think new improved card three days yes first one lasted little twelve months replacement tendered no questions asked great service five stars way replacement working great ordered 64gb sandisk microsdhc card well"
"4509","go wrong sandisk go wrong maximum space love movies space important"
"4510","ve sandisk user years never developed problem disk amazing much little disk hold"
"4511","always multiple shots datai lost photos due corrupt cardi used phonethe company replace card no problemsbeen working great past months"
"4512","works great samsung s4 phone class ten designed write quickly somehow phone internal storage faster minus one star using month zero data loss problems"
"4513","notice camera phone work lot faster really surprised see much better worked chip happy"
"4514","need anything else m sure tell transfer speeds quick phone usb computer"
"4515","128gb size fingernail price da thunk works fine sansa clip zip using rockbox software probably fine original firmware haven tried nota bene sdhc xc cards comes factory formatted exfat rockbox least probably software reformatting fat32 required device software supports exfat won care caveat m using mp3 bitrates comment speed issues dark red printing card hard read compared white 64gb cards awesome thank sandisk amazon"
"4516","held data transferred pc seamlessly far no problems corruption 6 months apps move phone sd card quickly"
"4517","works great nikon d600 ll never run space downloads"
"4518","card worked well last two smart phones holds favorite music enough extra storage photos"
"4519","needed large size micro sd new phone large music collection well large photo collection thrilled find large micro sd no worrying large file could no worrying taking videos snapping extra photos"
"4520","first rating product 5 star like greatest item ever rating product follows would product bought retail store worth money saved buy online happy product got mail yes give 5 stars rating 5 stars cause best product class person decide also updating reviews see fit decover something future thank taking time read review sandisk sd card 2 years phone lasted tough times high heat bought add movies daugther galaxy note 2 10 1 tablet no changes needed format plug play buy product new samsung tablets note 2 work"
"4521","anyone ever doa chips ever lost use sandisk good brand"
"4522","works great great video capture since class 10 rating works shipping fast well"
"4523","got several tablet far happy actually one phone one tablet one backup traveling far great"
"4524","love love sandiski sd fail replaced felt no reservations buying another brand no problems"
"4525","best price deal getting good name brand actually used storage date glad storage"
"4526","know best industry quick transfers nice results micro"
"4527","worked able find system format second card sandisk sent unformatted need get act together"
"4528","saved tablets photos free apps oodles stuff see way ever use memory"
"4529","may think worth spending extra bucks version micro sd trust transferred 8 gbs music 10 minutes original version took 25 minutes computer definitely worth extra bucks"
"4530","supposed fits mom camera holds lots pictures easily slides slot far no problems"
"4531","expected"
"4532","say hasn said already product fast delivery excellent packaging right price works perfect samsung galaxy sii looking forward buy 64gb new s4"
"4533","ordered amazon fixed price cost 199 usd product great however priced 199 think 128gb thumb drives go 79 usb sale brick mortar stores 69 last week product released least 24 months ago sandisk company likes drag feet squeeze people older cards like 64gb cards say 256gb 512gb 1tb 2tb micro sdxc uhs uhs ii cards use ex fat file system tested gs3 gs4 note 3 note pro 12 2 card read fine"
"4534","allows recording highest quality canon camcorder whereas many others allow high quality recordings"
"4535","storage prices always go though won say rate interval time la moore law m smart time purchased good price amount memory year time probably laughably expensive sum pittance storage oh well phone worry number photos duration video take"
"4536","picked sale doesn work shows 1mb yes megabyte card d anything already threw away original packaging m sure returning going huge pita update writing albeit short review found uncommon also found card deliberately crippled despite product description saying sandisk ultra microsdxc uhs card works microsdxc compatible device motivation needed process return rather replaced"
"4537","use hero3 white edition camera fpv ve done 20 videos date without single problem"
"4538","speed penalty exfat used oppose ntfs using atto formatted exfat read speed 45mbswrite speed 15mbsusing atto formatted ntfs read speed 45mbswrite speed 17mbswith exfat write speed actually fluctuates transfer size increases using ntfs speed consistent tested lenovo t530 using built sd card reader"
"4539","got defective memory card showed 1 gb instead 64 gb returned replacement never got replacement got money back went walmart"
"4540","lot mp3s photos works 100 no issues 32gb samsung galaxy iii phone"
"4541","far best sd ever owned writes read crazy speeds easy use connect device im glad bought plus waterproof shatterproof freeze proof g force break incredible"
"4542","works great no issues tablet recognized immediately speed great lots storage no compatibility issues report"
"4543","bought three three worked upon initial installation no formatting using notebook computer built sd card reader saw transfer speeds 6 mb writing 14 mb reading simple copy past files old card saved computer speeds much slower stated maximum card manufacturer would expected 12 000 small files like example read write times close 50 faster old 8 gb class 10 sandisk micro sd card definitely performance gain updated card things considered 16 gb storage class 10 card leading manufacturer 15 steal highly recommend card"
"4544","got samsung galaxy s3 phone additional storage originally another card apparently fast enough something gave errors shooting videoit would let shoot video watch backthis card fixed problem"
"4545","card works like charm gopro hero 3 pay attention though size fingernail could get lost easily also keep track adapter ll need download images"
"4546","card hold 3 5 hrs hd video gopro hero3 adapter comes works great"
"4547","bought special deal happy decision purchase recommend"
"4548","say open box plug works thats say item"
"4549","worked immediately inserted 29 71 gb recognized doesn really bug wish got full 32"
"4550","great price big storage great job first smart phone"
"4551","product works exactly promised installed samsung galaxy iii without issues photos videos music no worries using main memory data intense items"
"4552","drawback darned packaging tiny card seriously plug re done packaging aside working d buy"
"4553","last san disc micro card stopped working randomly got one replace perfect way faster last one good price"
"4554","worked like absolute charm psp going reduced price ended buying 2nd new samsung tab 3 even though didn need extra storage yet"
"4555","good work well canon powershot 520 used make vedio canon t3i know"
"4556","bought tablet worth pay couple bucks quality instead trying seek rock bottom priced bargain sometimes lot counterfeit cards worry suckered like buy sandisk quality name brand memory card"
"4557","always buy san disk issues brands always works every application used phone camera tablet etc"
"4558","well known brand great price works expected scandisk would tell friend purchase one"
"4559","unknown reason could find locally needed security camera suppose odd application people found amazon received quickly sandisk products worked well record comes goes driveway micro disc disposal need information"
"4560","listen got sandisk kingston card phone samsung galaxy note 2 died less year luckily phone synced dropbox otherwise would ve lost valuable pics including first summer family vacation far good sandisk months catastrophe ll update review right working really well"
"4561","amazing much stuff save little card sandisk always reliable would recommend amazon seems best prices"
"4562","bought wife sale black friday 2013 coming good use since appreciates fact extra built storage phone able hog pics music games great deal great product"
"4563","really know say accept job use sony action cam far good"
"4564","purchased special price right works great plenty storage space great price sealed deal"
"4565","card want high end smartphone camera no trouble setting fast speeds transferring old sdcard data back onto one hesitate"
"4566","use logitech alert cameras outside elements perform better importantly last longer cards"
"4567","sandisk one top brands removable memory expected worked right package use gps"
"4568","works great dash cam 32gb 20 yeah would say win works phone digital camera well"
"4569","go wrong purchasing memory card memory store fast reliable gopro hero3 cam one store 9 hours video time lots images never keep track much space ve able store many videos images memory card highly recommend sandisk ultra"
"4570","within hour using memory card failed died kept saying 34 memory error 34 could never get dashcam camera record anything went walmart got microsd ultra working day far right no way tell getting online oem knock offs price good true probably made distributed mofia lol although package arrived time never buy product online seller amazon waste money"
"4571","received friday followed review another person formatting disk using format thing motorola droid razr seen huge improvement phone much faster apps open close much faster also goes camera highly recommend worth price haven placed music yet except pictures phone cheers"
"4572","memory card fit phone fine memory apps great price well item well packaged showed within time frame given"
"4573","bought phone samsung galaxy siii seems work fine much else say suppose"
"4574","beware guys bought one superior electronics outlet arrived completly dead tried format windows galaxy s3 no go tried everything possible fighting card 3 days no success far no response seller last hope amazon refund otherwise wasted 80 u"
"4575","received promptly envelope envelope inside held plastic bag clamshell card adapter inside clamshell kept clamshell storage cards put palm tx pda yep still use pda works well"
"4576","great price reliable got 3 various devices haven issues phone music player awesome amount space"
"4577","fast transfers retrieval data phone especially video shooting easy find becasue color difference black seems easy misplace trading adapters"
"4578","got galaxy s4 thing lived expectations speed performance writes fast taking 1080p movies burst shot function creates many hd pictures"
"4579","great little card no problems thus far load movies watch away"
"4580","exactly advertised better memory cards drives need 32 gb microsdhc card definitely work comes standard sd card adapter"
"4581","bought galaxy note 8 0 functions properly completely useless tablet put movies books streamed google play put apps allowed put micro sd slot tablet use anything backups backups might add already cloud amazon great job delivering bright spot realization spent 25 dollars chip going better job cleaning dirt grout helping memory tablet"
"4582","ordered put music pictures windows phone works perfect like every sandisk product purchased would purchase need another one"
"4583","works well samsung galaxy stratosphere ii lot storage space good videos music pictures comes adapter wanted could use spot regular sd card really meant use voice data recorder camcorder phone class 10 handles recording playback hd quality video important newer phones record way good card"
"4584","bought sandisk 32 gb micro sd card class 10 dec new galaxy s3 used songs video pics started acting flaky april would unmount remount problems playing music completely died would even reformat known issue write back try get sandisk replace"
"4585","almost year card no problems far used first gn 2 note 10 2014 edition fingers crossed"
"4586","much memory used galaxy s4 allows massive overkill external storage fast convenient"
"4587","monday november 26 2012i put galaxy s3 without formatting restarted phone showed 59 4g gb space transferred files old 16 gb card moved music card phone connected computer usb cord still lots space left various music players seem see music tuesday november 27 2012the card didn show phone afternoon no message no songs play no card according everything could check phone restarted phone got notification sd card corrupt needed formatting would loose data card restarted phone without formatting card came like never missing writing thursday 11 29 another issue card december 6well know think card disappeared reformatted fat32 attempt fix problem whole point getting large card music phone stream cloud tried several music players went poweramp good reviews could specify folder play poweramp looking folder mnt extsdcard music playing songs subfolders poweramp tells folder available card gone missing one time restarting phone fixed problem today poweramp would play got home found music folder gone also ringtones folder also gone may sharpest saw shed know delete folders card folders two reformatted starting think problem galaxy s3 16 gb fat32 card phone previous htc phone card large enough held music know disappearing wish combination phone 64gb card reliable know problem lies lowered stars 4 3 really know problem card phone know seem playing well together december 7there notification phone morning sd card corrupted needed formatted restarted phone several times got notification time reformatted sd card using phone step think tried yet december 8another minor problem message counter gets stuck 1 no new messages fix found restart phone happened morning got corrupted card message restarted card came ok december 11so files card keep disappearing card mounted phone shows correct free memory poweramp file directory programs see files card restart phone files come back strange played music day today without problem evening files disappeared restarted phone well december 15my phone upgraded 4 1 1 yesterday issues remain crap shoot music play take lot photos use service zenfolio store display app syncs zenfolio keeps phone size version photos phone set app store photos samsung sd card similar issues data phone goes away morning sd card came corrupt restart get data back took total 3 restarts get music photos back december 18i trying play music stored card today phone reset several times frustrating ordered sandisk 32 gb mobile microsdhc flash memory card sdsdq 032g affp today 25 00 ll see issues disappointing december 28i purchased installed thesandisk 32 gb mobile microsdhc flash memory card sdsdq 032g affpand copied files 64gb card new 32gb card no formatting no fuss no muss phone reset since played music bluetooth hours car viewed photos everything works half memory always available phone works good trade still disappointed 64gb work sg3 purchased aelago mobile nano ii usb 2 0 microsdhc flash memory card reader black use 64gb microsdhc card thumb drive"
"4588","using samsung g3 cell phone memory card expansion works ok allthough card phone slight issue reading massive sd cards high compacity hope samsung release software firmware update resolve issue reading card boot phone sometimes found simply restarting phone usually resolves issue reading card error messages overall minus slight issues works great"
"4589","holds lot stuff need least think need long road trips"
"4590","pluggesd microsd csrd worked perfectly sandisk solid performer d recommend product anyone neededing level storage speed"
"4591","bought new samsung galaxy note 2 phone needed expansion card boost memory photos music cheapest 32gb card could find works well"
"4592","ve never issues sandisk always buy trust product bought one sansung galaxy note 10 1 works nicely wife loaded books music still huge amount space left"
"4593","sandisk ultra 16 gb microsdhc class work best dash cams bought mobile micro sd reader use read small cards work great"
"4594","bought year ago problems working properly sprint e4gt galaxy sii card kept waking phone read sandisk acknowledged problem 34 34 android devices shipped new card returned one new card still problem gave card fast got good deal price pretty disappointed"
"4595","works great samsung galaxy s4 fast reliable could want data storage device"
"4596","hi ordered two card arrived next day even faster prime unfortunatey 64gb microsd card designed work ex fat re ex fat fan ever plan change card ve able take previous 64gb microsd cards ve ordered put adapter format windows 7 desktop m ntsf fan find much stable tablets cards aren intentionally crippled format card ntsf monday ex fat tuesday fat32 wednesday ex fat highway sandisk use easeus partition master format card fat32 devices cameras mp3 players many many many others support ex fat said get one shot formatted fat32 attempting format back exfat ntsf hoses card couldn reformat ntsf no matter tried bother trying format computer ex fat choice card needs special utility format anything ex fat shouldn supported buy designed fail shame sandisk update 9 24 12 spoke sandisk technical support confirmed sandisk ultra 64gb microsd cards compatible android 4 0 would class 10 sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card 30mb adapter sdsdqua 064g u46a well sandisk 64gb mobile ultra microsdxc class 10 uhs 1 30mb memory card sd adapter new version retail packaging komputerbay sdxc usb reader success formatting class 10 card easeus partition master sandisk recommended free utility hpusbdisk exe successfully downloaded softpedia unable format card ntsf successfully converted one cards fat32 friend wants use sandisk mp3 player course compatible ex fat acting sandisk advice returning unopened class ten cards komputerbay reader spoke patient gracious tier one tech support person party line seems consumers use microsd cards phones know re thinking cameras mp3 players tablets adapters anyway known issue confirm class 6 64gb microsd card formatted windows7 back forth format returning four class 10 cards m back class six still unconscionable deliberately design cards incompatible hope sandisk come solution recall cards buyer beware update 9 29 12 received two replacement class 6 64gb microsd cards took less five minutes open horrible packaging perform quick format ntsf done gave friend class 10 64gb microsd card formatted fat32 hpusbdisk exe couldn read computer turns class 10 cards incompatible devices bur also usb card readers another trip across town confirm iogear sd microsd mmc card reader writer gfr204sd green gray selling amazon 6 99 works countless hours wasted effort friend card formatted fat32 works sandisk mp3 player sandisk admitted cards compatible androd 4 0 100 android tablets majority android phones cards intentionally crippled design quote friend per sdhc standard format fat32 sdxc 64 gb larger spec calls exfat microsoft limited os format larger cards exfat allow fat32 also seems found way also block ntfs thus far android devices read exfat refuse pay m licensing exfat file system masochists buy card everyone else unsafe speed"
"4597","six months no problems awesome thanks"
"4598","thought every app could transferred sd card no description said would speed device little think got slower samsung device faster improving also love sd card realy recommend pitty partsnto still love"
"4599","worked exactly advertised good price happy purchase probably wait 64gb version drop bit price get one phone one wife"
"4600","lock perfectly surface 2 locks force gives 59gb installed"
"4601","ever use sandisk never problem wife new 1st smartphone needed class 10 amazon always best price either us amazon uk"
"4602","plugged little dude galaxy s4 living luxury able store carry around music good value would highly suggest"
"4603","ordered two 32gb two 64gb versions memory cards write one review per amazon two 32gb cards went camera cell phone accept 32gb cards one 64gb card went samsung galaxy s3 cell phone second 64gb card spare galaxy s3 phone accepted 64gb microsd card no problems except fact galaxy s3 recognizes 59 7gb 64gb microsd card no idea lost 5gb empty microsd card m okay guess 60gb still plenty transfers music videos pictures phone internal 16gb memory 64gb microsd card wayyy faster old sandisk 16gb microsd card noticeably faster speeds desktop computer 64gb microsd card also smile inspiring sandisk microsd cards work great seem operate pretty darn fast re definitely faster old 16gb sandisk microsd cards installed camera cell phone shipping dismal ordered two 32gb along two 64gb microsd cards august 21 amazon gold box sale according tracking feature didn even transmit shipping info carrier usps august 31 four shipped together didn receive september 6 full 16 days ordered little two weeks four tiny items indicated amazon page stock ships sold amazon com time purchase also shipped four tiny microsd card packages way sized box usps couldn fit mailbox make cross town trip us post office stand long slow moving line pick box could four easily fit one small envelope even small padded envelope left packaging feedback already 3rd straight time amazon shipping horrible last several months 2 star rating amazon shipping remember"
"4604","samsung s4 16g enough bough 32g plug storage far no problem music video copy delete file kind thing still good"
"4605","needed good price using s3 works well takes pictures instant"
"4606","said card made leader flash memory reasonable price fast"
"4607","great price super big storage works well far no problem highly recommend smartphones tablets"
"4608","good memory card no issues works price great able find lightning deal"
"4609","give 4 stars formatted provides 28gb clean would expected sandisk product especially class 10 product"
"4610","like 32 gb micro memory card lot storage space videos photos use spy camera mini clock radio"
"4611","fast affordable cheap microsd card could say san disk definitely good brand buy"
"4612","may worst memory card ve ever purchased bought lot card years wish stuck adata cardsfirst issue lost bunch photos exist never took since large gap file names know sure didof 200 photos taken 40 middle disappearedi could even recover using deep scan tooli ve shooting digital since mid 90s first time anything like ever happenedthen cheesy sd adapter switch loose switched locked taking pictures luckily camera warned card read already taken bunch shots saved without issuefinally figured could use samsung phones no luck second put took photo got error could right card could no longer see 8gig photos ityes may know issue cards see review mentioned see sandisk replace cannot replace photos lost keep mind considering card"
"4613","bought two one galaxy s3 samsung tablet no problems using either one definite must"
"4614","works great phone running space came rescue take pics"
"4615","know title says actual amount card really good cards greater difference per advertised amount use lenovo lynx tablet works perfectly"
"4616","chose size physically virtually recently got new phone support 64gb lot music photos videos no brainer especially since rare find 64gb micro sd sandisk one find bad thing trust brand kind hard review micro sd works works much"
"4617","used sd card nvidia shield works advertised quick transfer speeds"
"4618","bought android cell phone moto droid x2 works great fast plays mp3s no skipping transferred apps could moved sd card no problems create internal memory space wasn sure necessary get class 10 card sandisk ultra 32 gb allowed purchase good quality card reasonable cost"
"4619","card lots room everything class 10 card 20 go wrong"
"4620","much say good quality sd card job presently galaxy s5 no issues whatsoever d expect"
"4621","bought micro card use security camera continuous recording works perfectly ideal size night surveillance san disk name offers confidence quality"
"4622","installed working ok far"
"4623","bought accident samsung galaxy s3 phone reads accepts 64 gb happy camper worked first time bought one galaxy tab 2 no problems awesome card"
"4624","needed tablet recommend product getting one phone fits expectations"
"4625","este fue una buena compras ha sido todo lo que esperaba del producto fue un bueno producto llego en el momento indicado"
"4626","m sure else say 34 works 34 use card sandisk wireless flash think ll buy couple"
"4627","shopped around bit far best deal card works great galaxy s3"
"4628","really enjoy generous storage space samsung galaxy siii every long unmount remount drive doubt card likely phone would highly recommend"
"4629","described took 3 weeks arrive china real thing picture speeds good 30mb read 10mb write"
"4630","great card poor packaging understand manufactures seem think putting plastic wrap cards good anyway card high quality sturdy quick save pull information wife samsung galaxy s3"
"4631","got allow store move movies photos holds lot playing videos straight card works fine needed generally go wrong genuine sandisk products"
"4632","micro sd adapter works fine no complaints one thing would wish little less packaging packaged something sent mail order"
"4633","gave enough storage record 2 long scuba dives full 1080p 60fps without transfer computer thats close 2 hours comes adapter use sd devices happy"
"4634","really excited get hadn changed microsd card phone since got original droid excited see much faster write read speeds would worked great first phone started tell unrecognizable kept ejecting thought maybe formatting issue reformatted phone galaxy s4 thing week irritated decided give return get another one scared would thing many people issues cards galaxy surprise new 32gb card amazon sent back working great one would ejecting every hour really happy amazon return policy fast easy honestly say ve never returned something fast easy literally sent next day delivery no cost reason gave one star return first one product great fari extremely happy amazon service far sd card d definitely get another one worked like one"
"4635","easy use no thought necessary plenty storage movies use microsoft surface pro 2"
"4636","use samsung galaxy s4 never issue recommend least 32 gigabyte card smart phone"
"4637","works great last long time"
"4638","purchased card use gopro hero 3 keeps 1080p video wrote know would 4k video 16gb wouldn enough type quality either bravo sandisk"
